k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;23.9059;4.98781;1.20335;2.33258;73.7147;0.086655;0.33215;32.3335;99.1389;2.87827;160;
10;24.0747;5.01214;1.22171;2.35619;147.645;0.086761;0.341238;33.2361;99.3727;2.89356;161.874;
100;25.1342;5.75675;1.25674;2.49376;150.028;0.088713;0.396761;48.3938;100.3;3.44424;179.51;
1000;31.8242;8.14509;1.40233;3.18168;150.449;0.108609;0.601575;150.642;105.437;4.47289;323.651;
