k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;1.711731;0.258766;0.141020;0.195307;4.809643;0;0;0.016668;0;0.038954;1.655740;5.196141;0.260160;7.755748;0;0;0;
10;1.515800;0.249955;0.157355;0.183860;10.717413;0;0;0.016500;0;0.038553;1.911840;5.323271;0.296175;8.999887;0;0;0;
100;1.829529;0.417721;0.194520;0.196162;13.146073;0;0;0.033009;0;0.052054;3.934190;5.677724;0.327784;9.895082;0;0;0;
1000;2.619393;0.459637;0.206421;0.318342;12.567413;0;0;0.020670;0;0.071438;10.798800;6.739873;0.480674;25.253444;0;0;0;
