k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;0.033918;0.169577;0.001753;0.078773;16.290187;0;0;0.000203;0;0.000332;0.000825;0.000690;0.006361;7.155489;0;0;0;
10;0.056547;0.168602;0.002431;0.105771;30.454193;0;0;0.000236;0;0.000400;0.003220;0.001301;0.006794;8.066228;0;0;0;
100;0.286804;0.202820;0.010047;0.126388;30.490973;0;0;0.000669;0;0.001189;0.061689;0.002242;0.028839;13.559022;0;0;0;
1000;1.676625;0.568483;0.047317;0.266731;30.355537;0;0;0.006087;0;0.014733;29.749900;0.821723;0.253192;45.597852;0;0;0;
