k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;0.509015;0.362614;0.022111;0.079489;4.436688;0;0;0.009035;0;0.005658;0.152093;2.265543;0.019979;6.172330;0;0;0;
10;0.804772;0.437226;0.036828;0.102207;5.387619;0;0;0.011929;0;0.022522;0.852822;6.307821;0.036286;6.821253;0;0;0;
100;1.326053;0.472314;0.064387;0.164388;5.868021;0;0;0.020146;0;0.034830;2.853620;9.711840;0.096762;11.529058;0;0;0;
1000;2.084769;0.555004;0.119492;0.221793;5.567626;0;0;0.036243;0;0.068592;5.098060;11.712955;0.256593;14.908018;0;0;0;
