k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;5.174430;4.552460;0.074233;0.700808;47.337170;0;0;0.012405;0;0.019513;2.499970;57.486375;0.118652;58.740392;0;0;0
10;6.979582;4.933092;0.097042;0.980984;49.797880;0;0;0.015799;0;0.046967;12.090800;117.093300;0.218372;63.682907;0;0;0
100;10.743268;4.887724;0.183512;1.180550;49.062977;0;0;0.025656;0;0.118926;27.386000;160.574050;0.580884;85.824467;0;0;0
1000;16.331694;4.955685;0.369292;1.446837;48.749797;0;0;0.041558;0;0.172327;36.182200;158.205100;1.016835;97.056430;0;0;0
