k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;1842775;1562613;22128;214668;18698267;0;0;2284;0;5588;245538;6292916;32348;20960232;0;0;0;
10;2656564;1578703;37728;267251;22126303;0;0;3796;0;19531;2282250;20114200;60953;22720067;0;0;0;
100;4925630;1677297;91607;371330;22126490;0;0;10628;0;55222;9979750;36114448;221771;43926709;0;0;0;
1000;8375394;1965359;239409;662935;22126490;0;0;32648;0;135339;22232092;42939276;718024;60502963;0;0;0;
