k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;4.65621;3.78975;0.0588238;0.592015;37.3291;0.010756;0.0142637;2.29958;51.2639;0.104124;47.5133
10;6.06161;3.8265;0.0862541;0.71134;39.3856;0.013666;0.0356843;9.96252;103.023;0.169038;49.6266
100;8.92835;3.92439;0.154138;0.884365;39.2143;0.022098;0.07919;22.8278;138.321;0.418937;69.7956
1000;12.5702;4.17336;0.285977;1.22385;39.7164;0.036439;0.154826;31.601;156.439;0.913222;82.6152
