k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;1.790061;2.778812;25.250000;0.323765;38.786563;0;0;0.010514;0;0.005652;0.524687;9.798650;0.020732;23.837864;0;0;0;
10;2.260588;2.371207;1619.625000;0.399228;46.658227;0;0;0.028782;0;0.015635;4.759490;15.705480;0.052407;25.582735;0;0;0;
100;4.141176;2.237963;2718.750000;0.585019;41.365430;0;0;0.021044;0;0.040994;15.389400;25.716170;0.132855;45.274840;0;0;0;
1000;7.598225;2.246029;4999999999999999791559868416.000000;0.771222;39.809483;0;0;0.035735;0;0.112003;32.440100;52.933335;0.468721;68.430470;0;0;0;
