k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;4.367474;5.984865;0.064760;0.869913;78.506033;0;0;0.012895;0;0.010991;2.436730;49.948460;0.059425;55.452984;0;0;0
10;5.597772;6.536985;0.109800;1.040544;87.796733;0;0;0.016595;0;0.040429;11.506000;68.883800;0.115158;57.646474;0;0;0
100;9.019646;6.201528;0.179860;1.586483;89.470167;0;0;0.026160;0;0.086139;34.606800;121.253100;0.350125;100.409051;0;0;0
1000;17.504910;6.254693;0.410815;1.903497;77.042600;0;0;0.043933;0;0.207917;56.244300;186.759900;1.018906;121.961795;0;0;0
