k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;4.117398;5.326934;25.250000;0.866460;68.937233;0;0;0.012639;0;0.010917;1.946380;42.219325;0.057487;47.439157;0;0;0;
10;5.219796;5.331529;1619.625000;1.009344;76.097633;0;0;0.016565;0;0.032389;10.046100;60.294900;0.104589;50.532670;0;0;0;
100;8.135084;5.293098;2718.750000;1.242894;77.535600;0;0;0.025708;0;0.083529;30.708300;104.114700;0.334879;86.793094;0;0;0;
1000;15.628660;5.809048;4999999999999999791559868416.000000;1.873567;76.085033;0;0;0.043224;0;0.202874;55.168900;183.847750;0.975523;120.578975;0;0;0;
