
type_fun;0
size_queue;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;1.99804e-05;2.934e-05;9.90954e-06;1.668e-05;2.86e-05;17.0869;2.058e-05;1.962e-05;1.958e-05;9.46e-06;1.806e-05;
