k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;1.64216;11.7176;0.00456182;0.108794;3.30878;0.0150517;1.12171;1.41964;0.237508;0.0020548;0.0472874;208.512;0.00369692;1.47325;149.551;0.00238226;0.0102366
10;2.66013;19.2649;0.0286715;0.300499;7.37184;0.0421751;3.11807;2.07437;0.884291;0.0067126;0.203946;437.66;0.0134098;2.53542;463.529;0.00744734;0.0309916
100;3.59679;24.4004;0.0426395;0.361374;13.1906;0.0586378;3.21888;2.2011;0.88746;0.0255422;0.301858;446.905;0.0344082;4.76929;492.366;0.00840392;0.0318822
1000;3.68927;29.3424;0.0538131;0.382371;12.9817;0.0567998;3.10691;2.04841;0.873982;0.0278934;0.703738;447.054;0.0972972;12.2445;652.161;0.00888976;0.0377572
