k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;0.0124248;0.0876581;0.000773031;0.0317389;0.251169;;;5.03333e-05;;0.000542111;0.000419333;0.0165728;0.00114856;2.27742;;;;
10;0.0135425;0.0869041;0.00138066;0.0452927;16.4705;;;6.9e-05;;0.00119778;0.00172467;0.163649;0.00161617;2.7383;;;;
100;0.0504037;0.108064;0.00885028;0.0545451;16.1188;;;0.000289667;;0.0103436;0.0387923;2.29819;0.00956178;14.2089;;;;
1000;0.41566;0.305318;0.05121;0.114284;15.9864;;;0.003021;;0.0238442;16.2155;6.32662;0.124668;22.1071;;;;
