11.538	8e-06
13.2313	9e-06
17.7607	8e-06
16.4868	1.2e-05
26.1478	9e-06
14.9974	1e-05
9.35626	9e-06
11.538	9e-06
14.1052	1.2e-05
17.0639	9e-06
13.1219	1e-05
24.3596	1e-05
11.9577	9e-06
15.8936	1.2e-05
16.4994	0.000218
8.62261	9e-06
21.2581	8e-06
13.6279	9e-06
23.43	1e-05
26.1809	9e-06
15.927	1e-05
28.3603	1e-05
18.1352	9e-06
14.9654	9e-06
16.1946	8e-06
14.3447	1e-05
15.9429	9e-06
14.5703	9e-06
14.1101	1.4e-05
12.7839	1e-05
18.025	1.4e-05
14.9537	8e-06
17.5201	1e-05
12.7192	1.2e-05
16.4994	9e-06
25.3125	9e-06
18.0577	9e-06
11.928	1e-05
16.5	1e-05
25.256	1e-05
20.4826	9e-06
12.4036	9e-06
16.3734	9e-06
12.5592	9e-06
22.6157	9e-06
22.9161	8e-06
14.6245	1.1e-05
24.5363	1e-05
24.3617	1.3e-05
14.1894	8e-06
11.538	9e-06
13.2313	9e-06
17.7607	9e-06
16.4868	9e-06
26.1478	9e-06
14.9974	9e-06
9.35626	9e-06
11.538	9e-06
14.1052	9e-06
17.0639	9e-06
13.1219	9e-06
24.3596	9e-06
11.9577	9e-06
15.8936	9e-06
16.4994	9e-06
8.62261	9e-06
21.2581	9e-06
13.6279	9e-06
23.43	9e-06
26.1809	9e-06
15.927	9e-06
28.3603	9e-06
18.1352	9e-06
14.9654	1e-05
16.1946	9e-06
14.3447	9e-06
15.9429	9e-06
14.5703	9e-06
14.1101	9e-06
12.7839	9e-06
18.025	1.4e-05
14.9537	1.4e-05
17.5201	9e-06
12.7192	9e-06
16.4994	9e-06
25.3125	9e-06
18.0577	9e-06
11.928	9e-06
16.5	9e-06
25.256	9e-06
20.4826	9e-06
12.4036	9e-06
16.3734	9e-06
12.5592	9e-06
22.6157	9e-06
22.9161	9e-06
14.6245	9e-06
24.5363	9e-06
24.3617	9e-06
14.1894	9e-06
