
type_fun;0
size_queue;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;2.308e-05;3.4e-05;1.03726e-05;1.924e-05;3.492e-05;17.0869;2.414e-05;2.29e-05;2.154e-05;9.8e-06;1.944e-05;3.29149e-05;9.66e-06;2.548e-05;4.19823e-05;1.194e-05;1.272e-05;
10;12.0135;39.0942;0.0433716;1.14;14.6658;17.0869;14.7171;9.89271;4.77466;0.0104296;0.870882;51.5946;0.0266464;5.71017;
