k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;0.891712;4.519479;0.003767;0.038640;0.790655;0.007796;0.367793;0.549590;0.097320;0.001415;0.030746;2.578629;0.003961;0.698901;27.923565;0.002505;0.006226;
10;1.352144;8.376748;0.025701;0.141587;2.388374;0.022285;1.262583;0.909038;0.340344;0.004390;0.089675;5.288229;0.011665;0.994132;58.868740;0.009795;0.025260;
100;1.554173;10.417794;0.034491;0.173048;5.532884;0.028625;1.301239;0.908375;0.339949;0.019211;0.136590;18.867786;0.026421;2.164552;64.644451;0.010843;0.024236;
1000;1.675761;13.111928;0.041908;0.179387;5.647437;0.028952;1.284271;0.909407;0.340331;0.025142;0.298068;21.960027;0.056208;5.435942;70.908665;0.010570;0.029111;
