k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;5.17136;58.4987;0.0736489;0.720535;21.484;0.152194;7.26302;4.72802;1.82229;0.0243479;0.624346;716.037;0.0509557;6.96669;837.24;0.0218669;0.086738;
10;6.77418;63.7696;0.125217;0.795771;23.9273;0.144489;7.34818;4.88655;1.82399;0.039727;0.800275;754.748;0.0855054;11.6689;993.019;0.0244916;0.094251;
100;7.36412;65.666;0.149053;0.848678;26.7061;0.149128;7.36779;4.91786;1.82168;0.0540567;1.02932;761.487;0.147343;16.7707;1052.85;0.0247225;0.0947116;
1000;7.58314;65.8335;0.182019;0.878215;26.7229;0.145085;7.37728;4.90019;1.82049;0.0657036;1.156;761.317;0.219515;19.898;1059.6;0.0253206;0.0953331;
