k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;3248614;22545729;37218;287072;9660969;40602;2511670;1700341;587492;13112;366567;39951725;21057;3342719;124598164;7292;32522;
10;4692651;30783614;88070;455796;10446524;48673;2859896;1967019;730147;35867;609533;50386873;57011;6223036;175451158;11391;37048;
100;5298514;34619641;110706;493352;13962003;49330;2872302;1975156;730349;55140;766461;56096753;127816;12586257;184876978;11871;40832;
1000;5878440;34751771;155381;525598;14035144;49330;2872564;1976801;730349;70669;821938;56334944;222480;18279244;189862800;11887;41688;
