k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;2.050921;13.052406;0.039738;0.234626;5.357400;0.052732;2.477540;1.642168;0.666793;0.012862;0.124779;19.362479;0.019711;2.450553;76.925619;0.020207;0.049485;
10;2.290951;14.527326;0.058865;0.276875;6.781755;0.058660;2.748359;1.732441;0.703802;0.023828;0.256090;30.622883;0.036993;4.041057;104.882510;0.021084;0.051190;
100;2.480147;16.591504;0.070205;0.290847;8.105456;0.058815;2.676630;1.708486;0.695158;0.030899;0.370567;33.944405;0.066467;6.867907;110.919532;0.021952;0.053895;
1000;2.663913;17.840222;0.094942;0.308257;8.681055;0.058645;2.757997;1.757045;0.700656;0.036193;0.461510;34.396817;0.104754;8.850543;111.221725;0.022852;0.054908;
