k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;3022505;23830815;33308;313125;8722669;41658;2604517;1671256;645499;11903;266689;33248532;21065;3282071;118030528;8123;33626;
10;4959382;30611162;95686;450956;10613596;48820;2862184;1968626;730155;30776;401057;48253902;54339;6460304;174843152;11441;38999;
100;5527166;34392467;118488;503831;13977093;49330;2872302;1975333;730349;49414;578864;55359671;123477;12393360;185598436;11873;41294;
1000;5928290;34746255;158204;527588;14035589;49330;2872564;1976765;730349;62323;821938;55940409;212648;17626792;188476652;11887;41688;
