k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;4918640;23881587;53883;318152;6476111;27821;1955559;1339239;674395;12048;218368;25232315;20578;4215660;117638222;6623;26989
10;5515156;29579702;92311;460805;8145897;46910;2858984;1948483;729356;30468;451053;46448988;53107;6563682;175019258;11175;36886
100;5855029;31754675;114281;501481;13901547;49330;2871686;1974608;730349;52555;591287;54777854;118932;12665460;185351562;11843;40251
1000;5937885;34726811;155519;513680;14031528;49330;2872564;1976804;730349;65788;821938;55854042;204436;17768342;191583274;11887;41688
