k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;5.704907;59.334234;0.067413;0.693561;22.114005;0.143029;7.524633;4.906885;1.851532;0.020918;0.601813;76.178396;0.046080;7.463173;251.021498;0.023629;0.090053;
10;7.020540;64.537295;0.132755;0.819917;24.880318;0.149083;7.701344;5.158163;1.912260;0.040400;0.816382;98.424683;0.087187;12.747986;310.067276;0.051543;0.097819;
100;7.687294;73.693692;0.160462;0.938877;28.418286;0.150124;7.833271;5.198567;1.909426;0.055471;1.054773;104.031351;0.150775;18.160754;311.481737;0.026619;0.098035;
1000;7.809089;66.615433;0.194865;0.890812;28.038960;0.150869;8.063778;5.248716;1.946901;0.067734;1.249890;107.175865;0.224466;21.608652;316.533493;0.026501;0.098462;
