k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;2.415751;13.118466;0.036427;0.215052;4.584890;0.040727;2.108281;1.198277;0.664007;0.011265;0.151591;15.457242;0.016082;2.597170;75.102551;0.015678;0.045009;
10;2.626050;15.790145;0.055688;0.278530;5.475061;0.055770;2.703894;1.712843;0.689471;0.021106;0.270753;26.657373;0.033110;3.904333;103.976510;0.021107;0.050085;
100;2.685167;16.407004;0.067209;0.294399;7.981626;0.056590;2.668749;1.706399;0.668925;0.030362;0.331298;32.439480;0.059254;6.625010;108.233913;0.021450;0.052369;
1000;2.702150;17.534259;0.087930;0.299889;8.032078;0.056750;2.668050;1.698749;0.667765;0.036131;0.442872;33.336416;0.089757;8.430673;112.941096;0.021734;0.054603;
