
type_fun;0
size_queue;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;241.233;791.698;11.1431;20.8483;800.736;0.0034248;19.6769;
