k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;8.55968;8.53991;0.10408;0.89588;30.9457;0.161521;9.62734;6.10597;2.31462;0.0263535;0.996497;109.597;0.11098;15.9382;441.55;0.027012;0.113393;
10;10.6952;10.692;0.117277;1.09486;34.6025;0.180337;10.114;7.11011;2.47988;0.0556676;1.24526;k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
100;11.483;11.4458;0.117394;1.15978;41.3425;0.182192;10.172;7.17258;2.48562;0.0780407;1.49906;166.743;0.215239;26.5243;538.488;0.0322869;0.125436;
1000;11.9068;11.8952;0.117294;1.19006;40.8499;0.182888;10.1733;7.17983;2.48588;0.0926133;1.74186;168.364;0.308128;36.2064;
