k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;3.839495;15.245494;20000000000000001217347628954550272.000000;0.259452;5.763324;0.040358;2.688476;0.349349;0.942155;0.008301;0.141289;15.511468;0.011519;1.979015;97.672969;0.013414;0.050032;
10;4.415298;23.058701;3568.040000;0.387653;8.656241;0.065695;4.200915;2.824777;1.036897;0.019572;0.288875;39.393154;0.026903;3.600343;169.600996;0.023106;0.061954;
100;4.629568;23.825640;58401132.440000;0.440555;15.008797;0.070286;4.272532;2.907818;1.052029;0.037524;0.404184;50.300416;0.060160;7.738254;185.176069;0.024441;0.066150;
1000;4.789286;31.849254;560.080000;0.451551;15.134206;0.070453;4.272031;2.925631;1.049408;0.046111;0.666477;55.094721;0.117237;15.250990;194.668598;0.025889;0.067709;
