k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;8.038688;45.766350;0.054651;0.628321;16.958388;0.097867;6.472791;0.908634;2.061998;0.013854;0.338340;40.069410;0.020626;4.946023;224.107387;0.017345;0.086123
10;8.922235;61.479581;0.108191;0.860667;22.515300;0.152789;8.901320;6.120407;2.220644;0.031444;0.633728;82.885699;0.047750;8.255838;351.798953;0.028042;0.103303
100;9.279754;62.836153;0.129157;0.961283;33.303052;0.158349;9.159990;6.209063;2.214142;0.057690;0.857022;105.630296;0.104196;15.618770;375.084252;0.029436;0.108123
1000;9.461424;78.960447;0.186115;0.982098;33.407518;0.158327;8.949386;6.197405;2.206838;0.071703;1.374553;117.126230;0.194820;26.426110;485.778111;0.030216;0.114782
