k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;4.576538;37.535306;12000000000120001362728433241266962110869811091007238456934560406474283523218814083415408640.000000;0.413205;12.237554;0.072795;5.652154;4.150459;1.510378;0.011444;0.205149;45.568239;0.015434;4.405249;205.344467;0.018993;0.075216;
10;6.981710;48.550504;253200992.000000;0.602045;19.459196;0.086972;7.199049;5.275784;1.547833;0.026133;0.469274;65.334680;0.035207;7.906160;339.476896;0.028110;0.082674;
100;7.624529;51.450950;1406.400000;0.594522;26.752537;0.082741;6.495290;4.907768;1.514861;0.043103;0.738351;110.195869;0.084913;16.857010;354.573652;0.025843;0.076338;
1000;7.374924;62.274323;1599999999999999801357762560.000000;0.611633;26.701010;0.082651;6.467188;4.808780;1.495030;0.051970;1.099546;288.596256;0.165647;27.687328;355.479945;0.025623;0.076965;
