k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;2.479572;8.568785;0.024337;0.160225;3.201265;0.024442;1.306371;0.179198;0.503504;0.006618;0.085568;9.254558;0.008838;1.154571;56.589256;0.011685;0.041611;
10;2.995485;13.413309;0.056204;0.248092;5.042250;0.039279;2.200843;1.482401;0.564985;0.016182;0.182671;29.135140;0.021283;2.185741;102.873900;0.020488;0.046293;
100;3.061515;13.860980;0.068415;0.278005;9.335324;0.041966;2.238802;1.533877;0.566419;0.031125;0.253819;29.747075;0.049456;5.112633;113.655252;0.023118;0.053611;
1000;3.242421;19.652708;0.104549;0.301566;9.765847;0.044704;2.339798;1.599034;0.608754;0.041693;0.425260;32.913332;0.099898;10.774993;121.045826;0.022950;0.055667;
