k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;8.644396;47.368372;0.052720;0.643804;17.562734;0.092347;6.222899;0.835705;2.127963;0.013200;0.350110;47.053230;0.020813;5.257829;253.351825;0.015412;0.079680
10;9.576674;65.379982;0.108857;0.892502;23.653946;0.145651;8.648538;6.001215;2.287282;0.032069;0.678069;98.085157;0.049997;9.300976;398.467184;0.025305;0.096168
100;10.458316;65.720956;0.133854;1.027990;34.789175;0.153305;8.712492;6.191000;2.342132;0.061150;0.945802;120.058111;0.113804;18.277556;425.105871;0.026514;0.102422
1000;10.676681;121.883955;0.194568;1.051510;35.629633;0.154242;9.120478;6.277398;2.324153;0.076922;1.560210;130.452514;0.218675;30.900237;441.177582;0.026714;0.105026
