k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;8.81792;79.3788;0.099162;0.892751;31.337;0.148447;9.44161;5.95662;2.35925;0.0257203;1.05597;114.996;0.113522;17.1562;419.631;0.0238905;0.107681
10;10.9257;88.5489;0.186204;1.10691;35.0454;0.169617;9.83777;7.0347;2.54427;0.0567954;1.30683;152.933;0.161286;22.4361;512.135;0.0285204;0.11392
100;11.7521;93.8165;0.226933;1.17783;41.4983;0.170975;9.77207;7.08031;2.51669;0.0805996;1.56031;168.671;0.230341;29.0782;526.202;0.0291968;0.118038
1000;12.3515;94.5131;0.261553;1.20166;41.4493;0.170125;9.77687;7.02056;2.49967;0.0954765;1.86731;170.156;0.340203;39.5479;533.983;0.0293054;0.119497
