k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;3.923047;25.547999;0.026435;0.277649;7.381930;0.045115;2.984065;2.406778;0.819828;0.010587;0.127279;29.113252;0.011946;2.502402;136.696262;0.015081;0.050577;
10;4.385561;33.079546;0.074188;0.378654;12.087952;0.050364;3.662182;2.841647;0.879909;0.021555;0.308551;1114.482227;0.029529;5.444084;210.060063;0.022887;0.058515;
100;4.950827;35.661029;0.094513;0.403387;18.916244;0.051550;3.741866;2.924503;0.861207;0.036196;0.557651;85.346330;0.059550;11.631416;240.839827;0.023703;0.068003;
1000;5.665138;49.018601;0.144533;0.449874;19.094200;0.055641;3.934472;3.087639;0.949842;0.049821;0.820552;80.185039;0.130187;20.335810;250.537804;0.022802;0.061422;
