k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;0.545273;1.14725;0.00149037;0.765044;23.8008;0.000715;0.000483667;0.001072;0.003768;0.0313472;27.0573;26.0812;
10;0.616119;1.37051;0.0102999;1.40635;202.405;0.002761;0.0183775;0.018286;0.216683;0.0506438;37.9393;30.5661;
100;2.16839;16.8093;0.0943302;2.27083;212.445;0.026733;0.661802;6.28808;0.607681;0.211525;42.0683;
1000;17.1199;61.9133;0.635122;4.22162;208.492;0.27123;1.2279;12.9989;2.69086;100.654;
