k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;399115;640549;1319;565353;13034630;0;0;42;0;227;528;1626;32438;19426557;15972982;0;0;
10;449016;769318;10497;1027305;109246798;0;0;1274;0;19725;13828;132634;51275;27334111;18793982;0;0;
100;1602387;9529633;95085;1671720;112497409;0;0;15341;0;682348;4815895;357765;205364;30323083;0;0;0;
1000;12611844;34552548;641471;3102109;112497409;0;0;158262;0;1275864;0;7396317;2718322;0;0;0;0;
