k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;0.242334;0.510073;0.000802;0.348153;13.252200;0;0;0.000290;0;0.000429;0;0.002270;0.015068;12.129622;0;0;0
10;0.275848;0.587248;0.004839;0.630459;85.072600;0;0;0.001137;0;0.011131;0;0.099459;0.023882;17.234050;0;0;0
100;0.971293;7.286810;0.044340;1.037821;168.549000;0;0;0.010783;0;0.325413;0;0.269250;0.096824;60.468381;0;0;0
1000;7.587172;80.018597;0.292624;1.908325;250.147000;0;0;0.106358;0;0.606055;0;5.513610;1.279085;98.553738;0;0;0
