k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;24962;20033;180;35351;407349;0;0;23;0;43;48;67;4071;1214165;499173;0;0
10;28081;24057;1327;64222;3413974;0;0;98;0;2479;879;4161;6424;1708386;587328;0;0
100;100166;297816;11899;104497;3515544;0;0;972;0;85305;301007;11194;25685;1895197;0;0;0
1000;788256;1079782;80196;193895;3515544;0;0;9904;0;159495;0;231150;339803;0;0;0;0
