k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;2523150;13104731;91951;236869;5618518;22965;1490751;990481;314512;14353;164636;7934715;60844;2376063;60704282;5466;22883;
10;4481112;19109522;123084;399328;11633526;40805;2820296;1935032;728828;23153;325973;20829669;72755;4123735;146164759;10622;37146;
100;4834340;20920029;148102;458460;13686760;48915;2869180;1963169;730345;48421;452653;49915357;112978;6804436;162856930;11767;38561;
1000;5216886;34686038;161526;500949;13912201;49320;2872555;1976447;730345;58033;821908;54560506;202141;16599694;175016535;11876;41673;
