k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;1.79336;0.392754;0.169142;0.212551;6.22722;;;0.007401;;0.0281223;2.20354;15.6229;0.222915;12.565;;;;
10;1.83313;0.380749;0.161275;0.216663;13.3663;;;0.00763033;;0.0284071;2.26159;14.4555;0.225722;12.1288;;;;
100;1.84844;0.412802;0.167656;0.222229;13.4987;;;0.00766333;;0.032802;3.2525;14.4739;0.25025;14.3694;;;;
1000;2.49027;0.694964;0.187529;0.280183;14.0921;;;0.00985333;;0.0490245;11.672;15.6857;0.353414;24.6545;;;;
