k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;1.764847;12.324649;0.009055;0.104131;5.788452;0.020976;1.512761;1.496821;0.231892;0.001973;0.056731;22.049136;0.005819;0.916748;28.317924;0.004658;0.011650;
10;3.129417;21.368550;0.039452;0.334066;9.934874;0.053359;3.790050;2.426552;0.957867;0.007261;0.195829;30.463018;0.014376;2.001054;137.527264;0.013612;0.047342;
100;3.627988;24.844948;0.057646;0.384386;13.918830;0.069325;3.790858;2.487736;0.956477;0.026689;0.294542;53.014228;0.036004;3.779505;159.383787;0.015779;0.050536;
1000;3.935208;32.518274;0.069432;0.418386;14.081538;0.069387;3.891271;2.542172;0.976733;0.031840;0.690135;57.160159;0.101091;13.195967;175.914856;0.016245;0.054827;
