k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;2.301573;14.759235;0.093518;0.241905;6.591693;0.041690;2.296748;1.588723;0.497990;0.017236;0.200926;12.613532;0.082004;3.763329;69.334541;0.010836;0.038540;
10;3.532109;19.162258;0.114395;0.353609;12.100007;0.059780;4.010730;2.682860;0.993668;0.023055;0.330590;23.583539;0.086544;4.999136;145.164240;0.016472;0.056169;
100;3.845519;20.980790;0.134632;0.417369;13.998435;0.070513;4.089948;2.904331;0.944758;0.033814;0.397450;50.341950;0.105368;6.769521;170.283314;0.017128;0.057071;
1000;4.161877;31.329293;0.162254;0.451461;13.410943;0.063084;3.904177;2.807376;0.928915;0.038514;0.636942;85.889896;0.157718;14.006620;168.508573;0.017584;0.059444;
