k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;2.542761;19.010535;0.011393;0.155148;8.646834;0.030071;2.177279;2.249197;0.339897;0.002277;0.083574;33.185959;0.006942;1.319247;42.855648;0.004719;0.014197
10;4.396818;32.611170;0.046993;0.477811;15.075242;0.075865;5.645764;3.733120;1.442572;0.009060;0.299018;46.624756;0.018183;2.941786;211.093377;0.014798;0.060502
100;5.773286;39.603947;0.074333;0.586802;21.717665;0.103018;5.801843;3.822036;1.452754;0.033798;0.446015;80.977576;0.045197;5.394087;240.116943;0.016851;0.062524
1000;6.163329;52.708178;0.087675;0.632285;22.211859;0.103081;5.833041;3.845582;1.450652;0.040273;1.033147;86.107035;0.132594;18.705862;266.024579;0.017337;0.069024
