1000 	0.348218
1 	0.007558
12 	0.992818
1 	0.511228
3 	2.73896
7 	2.93588
1 	3.59814
3 	20.0126
1 	424.684
1 	0.212057
8 	22.9758
1 	0.883461
5 	0.267646
3 	8.82728
3 	0.099845
4 	9.946
7 	24.7379
8 	9.62725
1 	0.36506
532 	22.2998
1000 	8.97855
1 	0.013586
3 	13.3886
1 	0.000604
320 	125.242
1 	21.2562
1 	3.564
1 	0.769079
5 	1.16724
1 	10.3529
2 	20.0704
5 	1.89399
6 	208.719
1 	16.1914
23 	18.4262
365 	1.82709
448 	4.41337
1 	13.9836
10 	32.8375
1 	0.000891
1 	8.43957
1 	27.4804
126 	12.979
61 	5.75629
23 	5.23565
1000 	176.176
65 	0.443858
3 	1.23995
