k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;0.048470;0.111101;0.000937;0.009861;0.072377;0.001831;0.030553;0.008688;0.025332;0.000453;0.008284;0.013992;0.000877;0.050951;0.103067;0.000627;0.001348;
10;0.085745;0.199306;0.005521;0.037179;0.186828;0.004830;0.074023;0.027233;0.088681;0.000988;0.023813;0.061888;0.002587;0.103646;0.136069;0.001491;0.004240;
100;0.100501;0.212787;0.007123;0.044973;0.205499;0.006712;0.081691;0.033697;0.088415;0.004151;0.035174;0.062914;0.006172;0.173416;0.136670;0.001661;0.004552;
1000;0.135265;0.240945;0.009187;0.047617;0.242385;0.006821;0.082349;0.034357;0.089064;0.005566;0.038568;0.065358;0.014015;0.187234;0.135556;0.001690;0.004881;
