j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
0.236089;1.13963;0.0151342;0.0231592;0.582752;0.00295496;0.145744;0.107541;0.0386082;0.0028851;0.0295338;44.7018;0.0169465;0.899077;31.1933;0.00051014;0.00196354
