k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;1.526525;8.639076;0.005316;0.071026;1.542826;0.015786;0.895569;1.262260;0.225981;0.001667;0.055574;5.417137;0.007500;1.287042;53.614887;0.003602;0.010908;
10;2.397298;15.755037;0.036352;0.267167;4.853386;0.044249;3.119658;1.995329;0.792211;0.005470;0.163639;10.685428;0.015976;1.836323;114.362095;0.013049;0.042514;
100;2.731150;19.532284;0.047386;0.322419;10.547554;0.058486;3.196646;2.079021;0.802519;0.026149;0.249182;34.771475;0.038351;3.936361;125.610912;0.014678;0.043695;
1000;3.021474;24.567597;0.060532;0.337953;10.829861;0.059575;3.304908;2.052982;0.792577;0.035224;0.555558;43.322052;0.084079;9.621198;136.642075;0.014817;0.047457;
