
type_fun;0
size_queue;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;2.286e-05;3.198e-05;1.02354e-05;1.86e-05;3.19e-05;0.0027534;2.3e-05;2.194e-05;2.256e-05;9.82e-06;2.002e-05;3.0625e-05;1.358e-05;2.806e-05;9.51384e-05;1.206e-05;1.254e-05;
10;10.0096;35.1202;0.0346494;0.990271;11.7026;0.0027534;13.7146;9.10927;3.58662;0.0103675;0.780882;46.7377;0.0239602;4.90717;
