0.000488742	0.100856
0.000352352	0.102433
0.00118161	0.147715
0.000937768	0.362161
0.0171553	0.025136
0.00418691	0.027426
0.00312205	0.016702
0.000488742	0.100928
0.000711217	0.270283
0.00285615	0.026424
0.000484874	0.126222
0.00192662	0.093679
0.000807574	0.142417
0.00127728	0.144612
0.000774745	0.10289
0.00258343	0.009917
0.00767777	0.014522
0.000738669	0.098007
0.000436791	3.46829
0.000467904	0.200486
0.000383796	0.340747
0.000498423	1.28627
0.0132197	0.019059
0.00208682	0.032723
0.00616303	0.039347
0.0011493	0.778699
0.000384416	0.918489
0.000430357	0.041855
0.000731284	0.419674
0.00150979	0.171002
0.00146731	0.577896
0.000434464	0.160579
0.00080471	0.092695
0.000337936	0.067851
0.000774745	0.10275
0.00187175	0.164698
0.00220848	0.095705
0.000944486	0.098261
0.00316256	0.161023
0.00120587	0.196059
0.00209587	0.338816
0.00116676	0.181631
0.000645693	0.127473
0.000646003	0.023761
0.00160626	0.062836
0.00767237	0.080691
0.000584449	0.074745
0.0139411	0.016042
0.0197447	0.007131
0.00114122	0.13883
