k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;0.988192;6.332261;0.003811;0.074936;1.847296;0.013274;0.895520;1.009128;0.169101;0.001860;0.029142;14.498477;0.003463;0.895823;23.198357;0.003436;0.011903;
10;1.700654;10.922518;0.026070;0.205656;4.342871;0.037571;2.520421;1.589969;0.641544;0.005762;0.131470;20.797306;0.010637;1.486006;79.866463;0.011988;0.037707;
100;2.011267;13.821409;0.038073;0.249847;7.657153;0.047582;2.618602;1.620721;0.635655;0.019197;0.197345;29.654523;0.026116;2.867892;91.843804;0.012569;0.037017;
1000;2.164849;17.017852;0.046588;0.261174;7.740802;0.047613;2.589187;1.648401;0.647517;0.023125;0.424048;32.501500;0.061599;7.302808;100.558245;0.012987;0.042379;
