k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;11575578;2161436;1095607;899513;22126490;0;0;56687;0;310544;22232092;50998890;2921803;126234964;3458157279;0;0
10;11575578;2161436;1095607;899513;22126490;0;0;56687;0;310544;22232092;50998890;2921803;126234964;3458157279;0;0
100;11575578;2161436;1095607;899513;22126490;0;0;56687;0;310544;22232092;50998890;2921803;126234964;3458157279;0;0
1000;11575578;2161436;1095607;899513;22126490;0;0;56687;0;310544;22232092;50998890;2921803;126234964;3458157279;0;0
