k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;24962;20033;180;35351;407349;0;0;23;0;43;48;67;4071;5498500;150022092;0;0
10;28081;24057;1327;64222;22092626;0;0;98;0;2479;879;4161;6424;5869345;150052046;0;0
100;100166;297816;11899;104497;22126483;0;0;972;0;85305;301007;11194;25685;22726349;300497304;0;0
1000;788256;1079782;80196;193895;22126483;0;0;9904;0;159495;22231286;231150;339803;33609520;1729012292;0;0
