k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;0.0032726;0.00329467;8.7375e-05;0.004703;0.0643093;;;3.5e-05;;3.16667e-05;4.6e-05;0.0001125;0.000441167;0.749261;22.2713;;;
10;0.0037062;0.00385033;0.000234;0.008544;3.35853;;;7.7e-05;;0.000307;0.000207;0.0007555;0.000701167;0.778687;22.1308;;;
100;0.0133744;0.0466593;0.00142887;0.0140372;3.36726;;;0.000395;;0.00869167;0.038219;0.001931;0.0028085;3.01887;44.1031;;;
1000;0.104104;0.164877;0.00906663;0.027209;3.34668;;;0.003321;;0.0171485;2.8146;0.03605;0.0357723;4.47708;7269.58;;;
