k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;10890;4046.33;87763.9;3362.75;7;;;5504;;6103.17;806;32045;43886.8;2.54372e+06;3.67284e+07;;;
k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;0.0028806;0.00218067;0.000190125;0.00385325;0.297561;0.000121;0.000275167;0.000147;0.000159;0.000540333;0.506698;14.0213;
10;0.0032346;0.00259367;0.000294375;0.0065425;1.92536;0.000137;0.000476;0.000265;0.0006045;0.000738833;0.544883;14.1576;
100;0.0099258;0.0310977;0.00117613;0.0105223;1.95375;0.000318;0.00685867;0.026824;0.0013575;0.002293;2.08403;28.1117;
1000;0.0728068;0.107832;0.00678856;0.0193673;1.96384;0.002043;0.0130108;1.9695;0.023579;0.0270512;3.09249;162.634;
100000000;1.04142;0.218587;0.0925714;0.0896147;1.94495;0.00992;0.026351;1.99031;5.12848;0.235722;5.30799;343.697;
