k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;0.003076;0.002319;0.000263;0.004106;0.055954;0;0;0.000191;0;0.000350;0;0.000259;0.000603;0.114863;0;0;0
10;0.003640;0.002746;0.022720;0.006876;0.359105;0;0;0.010293;0;0.337176;0;0.000738;0.000833;0.166795;0;0;0
100;0.010488;0.031788;0.001808;0.010989;0.382161;0;0;0.000402;0;0.007174;0;0.001486;0.002441;0.180945;0;0;0
1000;0.075646;0.113154;0.007065;0.023086;0.368990;0;0;0.002167;0;0.013592;0;0.024311;0.027974;0.431987;0;0;0
