k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;0.003076;0.002338;0.000272;0.003993;0.303042;0;0;0.000192;0;0.000355;0.000260;0.000293;0.000613;0.533535;14.477844;0;0
10;0.003522;0.002762;0.000363;0.006750;1.995514;0;0;0.000202;0;0.000559;0.000380;0.000741;0.000811;0.570852;14.534248;0;0
100;0.010523;0.032439;0.001259;0.010724;2.002487;0;0;0.000380;0;0.007117;0.027814;0.001495;0.002420;2.268375;29.046297;0;0
1000;0.077046;0.113053;0.007065;0.019845;1.979841;0;0;0.002176;0;0.013461;2.073800;0.024127;0.027749;3.256468;177.619607;0;0
