k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;1800991;418065;191466;247616;7808004;0;0;9449;0;36760;1415946;4381870;297790;8725022;0;0;0
10;1844116;420388;197807;254107;21569099;0;0;9498;0;38913;1583560;4403016;300627;9122652;0;0;0
100;2076609;561673;204839;281706;22126483;0;0;10124;0;49544;4315488;4501361;395649;12324788;0;0;0
1000;3487167;980314;244443;435059;22126483;0;0;16493;0;107015;22231286;5354135;622868;39815708;0;0;0
