k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;2.987943;0.524160;0.209342;0.325716;9.262263;0;0;0.018742;0;0.050827;3.007820;12.365791;0.435391;13.739418;0;0;0;
10;3.028023;0.602783;0.257315;0.423769;23.162407;0;0;0.019554;0;0.069581;4.319670;14.652180;0.453891;15.078692;0;0;0;
100;3.081749;0.758472;0.258509;0.415585;23.839843;0;0;0.020450;0;0.084659;5.778980;14.463717;0.570319;17.956165;0;0;0;
1000;3.950671;0.879351;0.280964;0.504354;24.253950;0;0;0.023764;0;0.089306;21.973300;13.308200;0.627915;35.731290;0;0;0;
