k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;4.699923;1.082392;0.268888;0.547044;16.016617;0;0;0.019110;0;0.069603;5.948270;34.159195;0.604161;22.204711;0;0;0
10;4.731220;1.076498;0.270142;0.541647;31.484717;0;0;0.019047;0;0.071486;6.147660;34.083005;0.597119;22.622949;0;0;0
100;4.904383;1.224609;0.278008;0.572261;32.247060;0;0;0.019773;0;0.081086;8.633210;34.286960;0.693159;25.737765;0;0;0
1000;6.080372;1.645880;0.294444;0.697431;32.239263;0;0;0.023864;0;0.112431;25.639600;35.861720;0.856363;51.167312;0;0;0
