k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;622169;1006547;8786;96716;659703;12315;418667;75636;207724;2007;77053;147267;8120;998915;1595096;2501;8864;
10;1033699;1635758;66270;376841;1294800;35409;865081;366471;727091;8321;235370;611049;28631;1739113;1604595;10260;35635;
100;1033909;1618867;86085;457137;1472835;49266;925138;416580;730345;47585;356171;650845;71158;2355116;1401199;11524;36458;
1000;1388053;1806126;108967;481656;1682322;49320;933428;423200;730345;64331;384982;606201;168174;2643774;1305430;11876;41673;
