k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;2.0479;4.19949;0.00559762;2.92781;88.012;;;0.002396;;0.001324;0.003903;0.014012;0.119361;106.692;106.641;;;
10;2.35617;5.10467;0.0429701;5.39333;;;;0.010261;;0.0736402;0.07054;0.861238;0.196282;2.25e-05;131.814;;;
100;8.58394;66.1598;0.360466;8.77879;
