k;j3;j4;p2;p3;p4;s3;t2;t3;t4;ti2;ti3;ti4
1;47.2468;11.2861;2.175;3.72781;104.504;0.16219;0.915428;109.259;287.903;8.13323;456.359
10;47.235;11.3005;2.15694;3.77038;104.816;0.162114;0.897215;109.109;287.93;8.13867;456.123
100;47.265;11.3078;2.15965;3.72435;104.523;0.161904;0.895148;109.423;287.865;8.16879;456.415
1000;47.2181;11.279;2.15631;3.7307;104.575;0.161916;0.892976;109.115;287.885;8.14147;456.575
