k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;0.013186;0.015841;0.000430;0.019976;0.732193;0;0;0.000312;0;0.000424;0.000348;0.009677;0.001864;3.244629;0;0;0;
10;0.011295;0.010994;0.001191;0.028408;10.358760;0;0;0.000405;0;0.001115;0.001245;0.009765;0.005596;3.329152;0;0;0;
100;0.040229;0.143552;0.007202;0.042155;9.974830;0;0;0.001179;0;0.029490;0.108425;0.040459;0.009340;9.855441;0;0;0;
1000;0.291454;0.473085;0.035593;0.081193;10.210097;0;0;0.008720;0;0.056471;8.131410;0.298073;0.105234;14.124028;0;0;0;
