k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;11564688;2157390;1007844;896150;22126483;0;0;51183;0;304441;22231286;50966845;2877916;123691245;0;0;0
10;11564688;2157390;1007844;896150;22126483;0;0;51183;0;304441;22231286;50966845;2877916;123691245;0;0;0
100;11564688;2157390;1007844;896150;22126483;0;0;51183;0;304441;22231286;50966845;2877916;123691245;0;0;0
1000;11564688;2157390;1007844;896150;22126483;0;0;51183;0;304441;22231286;50966845;2877916;123691245;0;0;0k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;20133;105537;999;49950;344641;0;0;24;0;986;613;15772;2965;3623343;0;0;0;
10;22415;105684;1975;68378;22077416;0;0;76;0;2815;2845;197175;3894;4034144;0;0;0;
100;73245;131696;11211;74976;22126483;0;0;677;0;22087;63889;2860857;20708;21519445;0;0;0;
1000;692328;427632;73411;181196;22126483;0;0;7385;0;54874;22231286;7535834;259273;32959539;0;0;0;
