k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;0.015264;0.0875853;0.000671125;0.0376478;0.308861;0.000158;0.0007645;0.000759;0.0162525;0.00149483;2.87535;
10;0.0162706;0.0878737;0.00115475;0.053965;19.3004;0.000188;0.00162383;0.002273;0.192482;0.00184317;3.15824;
100;0.0515746;0.109637;0.00624431;0.058499;19.0249;0.00046;0.0113155;0.052366;2.83894;0.0111;16.6624;
1000;0.493388;0.352701;0.0393057;0.1355;19.3457;0.003629;0.026646;20.2255;7.73579;0.146792;26.8946;
