k;j3;j4;p2;p3;p4;s1;s2;s3;s4;t2;t3;t4;ti2;ti3;ti4;tr1;tr2
1;16.6224;92.061;0.46482;1.64449;51.3578;0.232947;13.2561;9.16471;3.16614;0.098446;1.6103;51.1783;0.476332;33.6716;637.529;0.0339325;0.157478
10;25.5814;80.1547;0.548213;2.27943;38.931;0.306865;20.0686;13.7006;5.37146;0.124577;2.29641;102.643;0.511807;40.917;986.428;0.0478866;0.210212
100;27.5857;88.8591;0.644475;2.5131;39.5218;0.335364;20.3808;13.913;5.32957;0.20034;2.87086;117.547;0.660765;53.6688;1343.03;0.051489;0.215676
1000;29.1106;156.505;0.675898;2.67676;40.5428;0.336523;20.2075;13.8161;5.31641;0.231534;4.63711;87.0044;0.953935;99.405;1406.76;0.0518033;0.226362
